text ner
Office O
, O
Internet O
, O
SAP O
, O
ORACLE O


ACCOMPLISHMENTS O
Lead O
weekly O
trade O
meeting O
providing O
feedback O
and O
defining O
action O
plans O
Understand O
market O
and O
customer O
dynamics O
related O
to O
the O
channel O
, O
product O
and O
brand O
in O
order O
to O
develop O
improvement O
in O
ROI O
performance O
vs. O
target O
and O
customer O
experience O
to O
exceed O
agreed O

KPIS O
Optimized O
the O
sales O
volume O
and O
profitability O
of O
new O
product O
, O
planned O
budgets O
and O
presented O
sales O
forecasts O
and O
figures O
for O
new O
ranges O
and O
controlled O
stock O
levels O
based O
on O
forecasts O

Willing O
to O
relocate O
: O
Anywhere O
https://www.indeed.com/r/Shaikh-Ansar/bc1a253dcfeb5672?isid=rex-download&ikw=download-top&co=IN O

WORK O
EXPERIENCE O
Export B-Designation
Manager L-Designation
Arham "B-Companies worked at"
Impex "L-Companies worked at"
- O
Aurangabad O
, O
Maharashtra O
- O
December O
2014 O
to O
July O
2018 O
The O
basic O
& O
the O
most O
important O
step O
is O
to O
identify O
new O
business O
opportunities O
by O
tapping O
the O
potential O
customers O
from O
different O
countries O


● O
To O
plan O
, O
design O
, O
develop O
and O
implement O
different O
sales O
activities O
by O
researching O
the O
customer O
’s O
needs O
and O
requirements O


● O
To O
make O
sure O
that O
the O
existing O
clients O
are O
retained O
and O
maintained O
while O
developing O
the O
new O
customers O


● O
To O
ensure O
that O
all O
the O
Sales O
and O
Marketing O
activities O
are O
carried O
out O
within O
the O
agreed O
budgets O
volume O
Sales O
and O
within O
the O
given O
time O
scales O


● O
To O
take O
initiative O
and O
efforts O
to O
develop O
constructive O
and O
effective O
solutions O
to O
any O
issues O
that O
slow O
down O
or O
hamper O
the O
export O
procedures O
and O
activities O


● O
To O
constantly O
review O
distributors O
performance O
and O
monitor O
their O
work O
, O
so O
that O
relevant O
information O
can O
be O
provided O
to O
the O
management O


● O
Attend O
the O
meeting O
with O
other O
companies O
to O
negotiate O
, O
so O
that O
they O
assist O
in O
the O
overall O
growth O
and O
development O
of O
the O
business O
organization O


● O
Carry O
out O
market O
research O
, O
conduct O
surveys O
and O
study O
the O
competitors O
and O
their O
market O
and O
Sales O
strategies O


● O
Actively O
participate O
in O
the O
training O
sessions O
to O
improve O
knowledge O
and O
skills O


● O
Attend O
trade O
shows O
and O
exhibitions O
Make O
suggestions O
to O
improve O
the O
product O
based O
on O
the O
feedback O
received O
from O
the O
customers O


● O
Train O
& O
Mentor O
sales O
representatives O
and O
create O
awareness O
about O
the O
products O
in O
the O
target O
countries O
by O
conducting O
advertising O
& O
marketing O
campaigns O

Sales B-Designation
Manager L-Designation
Qatar "B-Companies worked at"
National "I-Companies worked at"
Import "I-Companies worked at"
& "I-Companies worked at"
Export "L-Companies worked at"
- O
Doha O
, O
US O
- O
August O
2010 O
to O
November O
2014 O
Combine O
marketing O
, O
advertising O
& O
sales O
skills O
to O
promote O
company O
’s O
product O
and O
services O

customers O
about O
the O
services O
or O
goods O
that O
company O
offers O


● O
Review O
information O
about O
market O
trends O
and O
use O
that O
information O
to O
recommend O
for O
business O
decisions O
closely O
with O
marketing O
& O
sales O
staff O
in O
their O
duties O


● O
Coordinating O
and O
executing O
company O
brand O
promotion O
activities O


● O
Identify O
innovative O
business O
building O
ideas O
to O
increase O
business O
prospects O


● O
Assist O
in O
developing O
promotional O
strategies O
for O
brand O
awareness O
and O
profitability O


● O
Provide O
assistance O
in O
developing O
brand O
positioning O
& O
communication O
strategies O


● O
Manage O
consumer O
& O
trade O
promotional O
activities O
& O
marketing O
events O


● O
Manage O
cross O
functional O
teams O
to O
execute O
project O
within O
assigned O
timelines O
and O
budgets O


● O
Support O
Marketing O
manager O
to O
introduce O
new O
products O
in O
the O
market O


● O
Track O
Marketing O
parameters O
such O
as O
pricing O
, O
distribution O
, O
and O
POSM O
to O
assist O
in O
better O
pertaining O
and O
brand O
optimization O
of O
company O
product O


● O
Assist O
in O
developing O
annual O
business O
plan O
for O
profitable O
company O
growth O


● O
Work O
with O
other O
business O
units O
to O
execute O
business O
plans O
to O
meet O
revenue O
targets O


● O
Analyze O
competitor O
performance O
and O
market O
trends O
to O
provide O
recommendations O
for O
brand O
development O


● O
Monitor O
and O
control O
budgets O
expense O
within O
allotted O
budget O


● O
Preparing O
all O
required O
reports O
related O
to O
sales O
, O
marketing O
feedback O
, O
sales O
campaign O
and O
team O
territory O
management O
activities O

Marketing B-Designation
Executive L-Designation
Glass "B-Companies worked at"
Ideas "I-Companies worked at"
( "I-Companies worked at"
I "I-Companies worked at"
) "I-Companies worked at"
Pvt "I-Companies worked at"
Ltd "L-Companies worked at"
- O
June O
2009 O
to O
August O
2010 O

• O
Analyzing O
the O
market O
, O
including O
competitors O
and O
consumers O

• O
Executing O
marketing O
strategies O
and O
campaigns O

• O
Monitoring O
and O
arranging O
the O
distribution O
of O
promotional O
materials O

• O
Monitoring O
and O
coordinating O
the O
production O
of O
promotional O
materials O

• O
Overseeing O
and O
implementing O
product O
distribution O

• O
Attending O
and O
organizing O
sales O
promotional O
events O
and O
exhibitions O

• O
Coordinating O
with O
and O
reporting O
to O
managers O
to O
carry O
out O
campaigns O

• O
Acting O
as O
liaisons O
between O
the O
media O
, O
suppliers O
, O
and O
clients O
Sales B-Designation
Executive L-Designation
Tata "B-Companies worked at"
Sky "I-Companies worked at"
Ltd "I-Companies worked at"
( "I-Companies worked at"
Nashik "I-Companies worked at"
) "L-Companies worked at"
- O
August O
2007 O
to O
2009 O

• O
Generating O
business O
from O
existing O
accounts O
and O
achieving O
profitability O
increased O
growth O
with O
market O
share O
analysis O


• O
Analysis O
marketing O
trends O
and O
tracking O
competitors O
activities O
and O
providing O
valuable O
inputs O

• O
Launched O
new O
product O
into O
the O
marketplace O
to O
replace O
an O
existing O
product O

• O
Monitoring O
Channel O
Sales O
and O
Marketing O
Activities O
, O
implementing O
effective O
strategies O
to O
maximize O
sales O
, O
accomplish O
revenue O
& O
Collection O
targets O

• O
Maintaining O
relations O
with O
retailers O
, O
business O
associates O
& O
Counter O
Sales O
man O
Interacting O
with O
retailer O
and O
counter O
salesman O
regarding O
product O
promotion O

• O
Managing O
and O
maintaining O
relationships O
with O
clients O
by O
providing O
them O
with O
best O
of O
Services O

EDUCATION O
Master B-Degree
of I-Degree
Business I-Degree
Administration I-Degree
M I-Degree
in I-Degree
Marketing L-Degree
University O
of O
Pune O
- O
Nashik O
, O
Maharashtra O
January O
2007 O
to O
January O
2009 O
Bachelor B-Degree
of I-Degree
Computer I-Degree
Science L-Degree
Dr O

BAMU O
University O

2006 O
High O
School O

2000 O

SKILLS O
Microsoft O
Office O
( O
10 O
+ O
years O
) O
, O
SAP O
( O
5 O
years O
) O

LINKS O
https://www.linkedin.com/mwlite/me O
https://www.linkedin.com/mwlite/me O
Ritesh O
Tiwari O
To O
be O
an O
asset O
to O
the O
company O
and O
dedicate O
my O
self O
totally O
towards O
the O
growth O
and O
development O
of O
the O
organization O

Mumbai O
, O
Maharashtra O
- O
Email O
me O
on O
Indeed O
: O
indeed.com/r/Ritesh-Tiwari/ccd3080e9737fc96 O
Willing O
to O
relocate O
to O
: O
Mumbai O
, O
Maharashtra O
- O
Thane O
, O
Maharashtra O
- O
Andheri O
, O
Maharashtra O

WORK O
EXPERIENCE O
Sales B-Designation
Manager L-Designation
Trimurti "B-Companies worked at"
Realtors "L-Companies worked at"
- O
Mumbai O
, O
Maharashtra O
- O
April O
2017 O
to O
Present O
Manage O
Sales O
activity O
for O
Trimurti "B-Companies worked at"
Realtors "L-Companies worked at"
for O
Different O
Builder O
Projects O

Principal O
relationship O
management O

Team O
buildup O
and O
Leading O
a O
team O

Has O
to O
meet O
the O
prospect O
after O
the O
Initial O
qualification O
has O
been O
done O
till O
the O
closure O
of O
the O
sale O

Managing O
the O
MIS O
of O
Trimurti "B-Companies worked at"
Realtors "L-Companies worked at"

Site B-Designation
Engineer L-Designation
L&T "B-Companies worked at"
Ltd. "L-Companies worked at"
Working O
on O
EPC O
project O
for O
execution O
of O
Tranformers O
, O
Power O
Line O
and O
Distribution O
system O
Managing O
the O
work O
force O
and O
various O
contractors O

Create O
a O
daily O
work O
execution O
report O

Daily O
, O
Weekly O
and O
Monthly O
Site O
Planning O
for O
Execution O
of O
the O
project O


EDUCATION O
b.tech U-Degree

AKTU O

SKILLS O

MS O
Office O
, O
Excel O
, O
PPT O
, O
Emailer O
, O
Lead O
Generation O
( O
2 O
years O
) O

ADDITIONAL O
INFORMATION O
Taking O
on O
intriguing O
new O
assignments O
, O
managing O
workforce O
, O
mobilizing O
and O
maximizing O
resources O

Key O
Account O
Management O
Ability O
to O
work O
in O
diversity O
, O
organizing O
work O
in O
line O
with O
enterprise O
objectives O

Demonstrated O
abilities O
in O
devising O
marketing O
activities O
and O
accelerating O
the O
business O
growth O

Customer O
focused O
and O
performance O
driven O

https://www.indeed.com/r/Ritesh-Tiwari/ccd3080e9737fc96?isid=rex-download&ikw=download-top&co=IN O
Expertise O
in O
managing O
business O
operations O
with O
key O
focus O
on O
top O
line O
profitability O
by O
ensuring O
optimal O
utilization O
of O
resources O
Demonstrated O
abilities O
in O
cementing O
healthy O
relationship O
with O
the O
clients O
for O
generating O
business O
and O
leading O
workforce O
towards O
accomplishing O
business O
and O
corporate O
goals O

An O
effective O
communicator O
with O
excellent O
relationship O
building O
& O
interpersonal O
skills O
Strong O
analytical O
, O
problem O
solving O
& O
organizational O
abilities O
Possess O
a O
flexible O
& O
detail O
oriented O
attitude O

Deepika O
S O
Test B-Designation
Engineer L-Designation
- O
Infosys -
Ltd -

- O
Email O
me O
on O
Indeed O
: O
indeed.com/r/Deepika-S/1b4436206cf5871b O

WORK O
EXPERIENCE O
Test B-Designation
Engineer L-Designation
Infosys O
Ltd O
- O
Chennai O
, O
Tamil O
Nadu O
- O
April O
2017 O
to O
Present O
Testing O
Executive O
, O
Infosys -
Ltd -
, O
Chennai O

E O
- O
publisher O
- O
Coimbatore O
, O
Tamil O
Nadu O
- O
May O
2013 O
to O
July O
2014 O
September O
2014 O
- O
March O
2017 O
) O
Test O
Management O
Tool O

HP O
ALM O
- O

2012 O
to O
2012 O

• O
Domain O
: O
Retail O
, O
Banking O

• O
Utilities O
: O
Putty O
, O
WinScp O


• O
Operating O
Systems O
: O
Windows O
XP/7/8 O

PROFESSIONAL O
EXPOSURE O
Software O
Testing O
Projects O
Citi O
Bank O
- O

2005 O
to O
2005 O
Description O
of O
the O
Project O
: O
The O
objective O
of O
the O
project O
is O
to O
track O
the O
Gifts O
and O
Entertainment O
provided O
to O
or O
received O
from O
client O
or O
potential O
client O
or O
anyone O
else O
whom O
citi O
does O
business O


CGE O
it O
is O
a O
web O
based O
application O

And O
the O
project O
uses O
separate O
tool O
IFW O
for O
reporting O

Testing O
Management O
Tool O
: O
ALM O
for O
tracking O
defect O
Duration O
: O
Nov O
2016 O
to O
Till O
Date O
Customer O
Service O
Representative O

TNT O
Express O
- O

2004 O
to O
2004 O
Description O
of O
the O
Project O
: O
The O
Objective O
of O
the O
project O
is O
to O
use O
Salesforce O
for O
servicing O
the O
customer O

TNT O
express O
is O
a O
courier O
company O
which O
does O
international O
business O
with O
more O
than O
60 O
https://www.indeed.com/r/Deepika-S/1b4436206cf5871b?isid=rex-download&ikw=download-top&co=IN O
countries O
They O
are O
using O
more O
than O
30 O
applications O
for O
tracking O
their O
process O
and O
it O
is O
difficult O
to O
provide O
service O
for O
the O
customer O
This O
project O
integrates O
with O
all O
application O
and O
provided O
single O
interface O
for O
customer O
service O
Also O
it O
helps O
CSR O
( O
Customer O
Service O
Representative O
) O
to O
provide O
service O
for O
the O
customer O
by O
tracking O
where O
exactly O
their O
consignment O
is O
placed O
and O
how O
much O
time O
it O
will O
take O
to O
reach O
the O
destination O
Also O
CSR O
can O
receive O
voice O
calls O
and O
place O
calls O
to O
the O
customer O
through O
salesforce O

Job O
scheduling O
tool O
: O
Director O
Client O
Testing O
Management O
Tool O
Utilities O
Database O
tools O
Duration O

: O
ALM O
for O
tracking O
requirements O
, O
test O
plans O
, O
test O
execution O
, O
reporting O
and O
Defect O
tracking O

: O
WinScp O
, O
Putty O

: O
SQL O
Developer O
, O
DataStage O
for O
DB2 O

: O
Mar O
2016 O
- O
Oct O
2016 O

03 O
Project O
Name O
: O
CRM O
Sales O
Client O
: O
TNT O
Express O
Description O
of O
the O
Project O
: O
The O
Objective O
of O
the O
project O
is O
to O
use O
Salesforce O
for O
customer O
relationship O
management O
that O
stores O
customer O
contact O
information O
like O
names O
, O
addresses O
, O
and O
phone O
numbers O

TNT O
express O
is O
a O
courier O
company O
which O
does O
international O
business O
with O
more O
than O
60 O
countries O
They O
used O
CDB O
for O
storing O
customer O
information O
This O
project O
integrates O
with O

CDB O
and O
extracts O
all O
customer O
information O
And O
it O
creates O
opportunities O
for O
the O
customers O

Testing O
Management O
Tool O
Utilities O
Database O
tools O
Duration O

: O
ALM O
for O
tracking O
requirements O
, O
test O
plans O
, O
test O
execution O
, O
reporting O
and O
Defect O
tracking O

: O
WinScp O
, O
Putty O

: O
SQL O
Developer O

: O
Jan O
2016 O
- O
Feb O
2016 O

02 O
Project O
Name O
: O
CDB O
UI O
Changes O
Client O
: O
TNT O
express O
Description O
of O
the O
Project O
Test O
Management O
Tool O
The O
project O
is O
about O
TNT O
needs O
some O
UI O
Changes O
in O
the O
CDB O
application O


ALM O

01 O
Duration O
Project O
Name O
Client O
Description O
of O
Project O
Devices O
tested O
Defect O
Management O
Tool O
Duration O

E O
- O
Pub O
Client O
Description O
of O
Project O

EDUCATION O
B.Sc B-Degree
in I-Degree
Computer I-Degree
Science L-Degree
Bharathiyar O
University O
- O
Coimbatore O
, O
Tamil O
Nadu O

2013 O
Mohammed O
Murtuza O
Major -
Incident -
Manager -
/ -
Escalation -
Manager -
- O
Microsoft "B-Companies worked at"
India "L-Companies worked at"
Hyderabad O
, O
Telangana O
- O
Email O
me O
on O
Indeed O
: O
indeed.com O
/ O
r O
/ O
Mohammed- O
Murtuza/0cdc3284bf1bbeab O

WORK O
EXPERIENCE O
Major -
Incident -
Manager -
/ -
Escalation -
Manager -
Microsoft "B-Companies worked at"
India "L-Companies worked at"
- O
June O
2016 O
to O
Present O
June O
2016 O
- O
Till O
date O
Roles O
and O
Responsibilities O
: O

• O
Working O
as O
a O
Major -
Incident -
Manager -
/ -
Escalation -
Manager -
for O
MSIT O
in O
Microsoft O
Primary O
duties O
include O
leading O
team O
operations O
, O
managing O
team O
resources O
, O
leading O
& O
amp O
; O
driving O
high O
impact O
technical O
incidents O
to O
resolution O
Providing O
executive O
updates O
throughout O
the O
incident O
till O
resolution O
, O
communicate O
to O
global O
customers O
, O
senior O
executives O
/ O
GMs O
on O
ongoing O
incidents O
, O
facilitating O
positive O
and O
timely O
outcomes O
by O
evaluating O
and O
escalating O
incidents O
to O
appropriate O
resources O
when O
needed O
Preparing O
post O
major O
incident O
reports O
and O
KPI O
reports O
of O
Escalation O
Management O
for O
monthly O
reviews O


• O
Plan O
and O
provide O
elevated O
level O
IT O
support O
for O
scheduled O
planned O
change O
/ O
premium O
events O
across O
organization O


• O
Leading O
team O
of O
20 O
L1 O
's O
and O
managing O
daily O
operations O


• O
Conduct O
Huddle O
meetings O
for O
team O
on O
daily O
performance O
targets O
and O
manage O
day O
to O
day O
shift O
activities O


• O
Validating O
the O
received O
escalation O
impact O
and O
pushing O
the O
tickets O
to O
the O
right O
severity O
with O
proper O
engagements O
to O
mitigate O
the O
issue O
at O
the O
earliest O
and O
understanding O
the O
Microsoft O
internal O
various O
service O
lines O
which O
is O
being O
affected O
in O
order O
to O
engage O
the O
appropriate O
resources O
to O
help O
drive O
resolution O


• O
Act O
as O
global O
escalation O
support O
to O
coordinate O
with O
various O
global O
teams O
within O
Microsoft O
IT O
and O
drive O
Bridge O
calls O
on O
high O
priority O
incidents O
such O
as O
Managed O
P1 O
& O
amp O
; O
P2 O
incidents O
to O
restore O
the O
services O
as O
soon O
as O
possible O
and O
send O
standard O
communications O
to O
global O
customers O
on O
status O
of O
the O
incident O
, O
ETA O
, O
and O
current O
restoration O
plan O


• O
Managing O
the O
lifecycle O
of O
all O
incidents O
to O
restore O
normal O
service O
operation O
as O
quickly O
as O
possible O
and O
